MCC|MNC|NetType|Organisation|Network|PPCIN|AbrevNetName
358|050|GSM 900|Digicel (St Lucia) Limited|Digicel (St Lucia)|DIGICEL|DIGICEL
358|050|GSM 1800|Digicel (St Lucia) Limited|Digicel (St Lucia)|DIGICEL|DIGICEL
358|050|GSM 1900|Digicel (St Lucia) Limited|Digicel (St Lucia)|DIGICEL|DIGICEL
295|01|3G 2100|Swisscom (Switzerland) Ltd (Liechtenstein)|Swisscom|SwisscomFL|Swiss FL
295|01|GSM 900|Swisscom (Switzerland) Ltd (Liechtenstein)|Swisscom|SwisscomFL|Swiss FL
295|01|GSM 1800|Swisscom (Switzerland) Ltd (Liechtenstein)|Swisscom|SwisscomFL|Swiss FL
295|02|GSM 900|Salt (Liechtenstein) AG|Salt.li|Salt.li|Salt.li
295|02|GSM 1800|Salt (Liechtenstein) AG|Salt.li|Salt.li|Salt.li
295|02|3G 2100|Salt (Liechtenstein) AG|Salt.li|Salt.li|Salt.li
295|02|LTE 1800|Salt (Liechtenstein) AG|Salt.li|Salt.li|Salt.li
295|05|GSM 900|Telecom Liechtenstein AG|FL1|FL1|FL1
295|05|GSM 1800|Telecom Liechtenstein AG|FL1|FL1|FL1
295|05|3G 2100|Telecom Liechtenstein AG|FL1|FL1|FL1
295|05|LTE 800|Telecom Liechtenstein AG|FL1|FL1|FL1
413|05|3G 2100|Bharti Airtel Lanka (Private) Limited|airtel|SRI AIRTEL|Airtel
413|05|GSM 900|Bharti Airtel Lanka (Private) Limited|airtel|SRI AIRTEL|Airtel
413|05|GSM 1800|Bharti Airtel Lanka (Private) Limited|airtel|SRI AIRTEL|Airtel
413|01|GSM 1800|Mobitel (Pvt) Limited|Mobitel|Mobitel LK|Mobitel
413|01|GSM 900|Mobitel (Pvt) Limited|Mobitel|Mobitel LK|Mobitel
413|01|LTE 1800|Mobitel (Pvt) Limited|Mobitel|Mobitel LK|Mobitel
413|01|3G 2100|Mobitel (Pvt) Limited|Mobitel|Mobitel LK|Mobitel
413|08|GSM 900|Hutchison Telecommunications Lanka (Pvt) Ltd|Hutchison Telecommunications Lanka (Pte)|Hutch|Hutch
413|08|GSM 1800|Hutchison Telecommunications Lanka (Pvt) Ltd|Hutchison Telecommunications Lanka (Pte)|Hutch|Hutch
413|08|3G 2100|Hutchison Telecommunications Lanka (Pvt) Ltd|Hutchison Telecommunications Lanka (Pte)|Hutch|Hutch
413|03|GSM 900|ETISALAT Lanka (Private) Limited|ETISALAT|SRI Etisalat|Etisalat
413|03|GSM 1800|ETISALAT Lanka (Private) Limited|ETISALAT|SRI Etisalat|Etisalat
413|03|3G 2100|ETISALAT Lanka (Private) Limited|ETISALAT|SRI Etisalat|Etisalat
413|02|GSM 900|Dialog Axiata Plc|DIALOG|DIALOG|DIALOG
413|02|GSM 1800|Dialog Axiata Plc|DIALOG|DIALOG|DIALOG
413|02|3G 2100|Dialog Axiata Plc|DIALOG|DIALOG|DIALOG
413|02|LTE 1800|Dialog Axiata Plc|DIALOG|DIALOG|DIALOG
651|02|GSM 900|Econet Telecom Lesotho (Pty) Ltd (ETL)|Econet Telecom Lesotho (Pty) Ltd|LS-ETL|ETL
651|01|3G 2100|Vodacom Lesotho (Pty) Ltd|Vodacom Lesotho|Vodacom Lesotho|VODACOM
651|01|GSM 900|Vodacom Lesotho (Pty) Ltd|Vodacom Lesotho|Vodacom Lesotho|VODACOM
651|01|LTE 800|Vodacom Lesotho (Pty) Ltd|Vodacom Lesotho|Vodacom Lesotho|VODACOM
651|01|LTE 1800|Vodacom Lesotho (Pty) Ltd|Vodacom Lesotho|Vodacom Lesotho|VODACOM
246|03|GSM 900|UAB Tele2|TELE2|Tele2 LT|Tele2 LT
246|03|GSM 1800|UAB Tele2|TELE2|Tele2 LT|Tele2 LT
246|02|GSM 900|UAB Bitė Lietuva|BITE GSM|LT BITE GSM|BITE
246|02|GSM 1800|UAB Bitė Lietuva|BITE GSM|LT BITE GSM|BITE
246|02|3G 2100|UAB Bitė Lietuva|BITE GSM|LT BITE GSM|BITE
246|02|3G 900|UAB Bitė Lietuva|BITE GSM|LT BITE GSM|BITE
246|02|LTE 800|UAB Bitė Lietuva|BITE GSM|LT BITE GSM|BITE
246|02|LTE 1800|UAB Bitė Lietuva|BITE GSM|LT BITE GSM|BITE
246|02|LTE 2600|UAB Bitė Lietuva|BITE GSM|LT BITE GSM|BITE
246|01|GSM 900|Telia Lietuva AB|OMNITEL|OMNITEL LT|OMT
270|99|GSM 900|Orange Communications Luxembourg S.A.|Orange|L Orange-LU|Orange
270|99|GSM 1800|Orange Communications Luxembourg S.A.|Orange|L Orange-LU|Orange
270|99|3G 2100|Orange Communications Luxembourg S.A.|Orange|L Orange-LU|Orange
270|99|LTE 800|Orange Communications Luxembourg S.A.|Orange|L Orange-LU|Orange
270|99|LTE 1800|Orange Communications Luxembourg S.A.|Orange|L Orange-LU|Orange
270|77|GSM 900|Proximus Luxembourg S.A.|TANGO|L TANGO|TANGO
270|77|GSM 1800|Proximus Luxembourg S.A.|TANGO|L TANGO|TANGO
270|77|3G 2100|Proximus Luxembourg S.A.|TANGO|L TANGO|TANGO
270|01|GSM 900|POST Luxembourg|POST|POST|POST
270|01|GSM 1800|POST Luxembourg|POST|POST|POST
270|01|3G 2100|POST Luxembourg|POST|POST|POST
270|01|LTE 1800|POST Luxembourg|POST|POST|POST
270|01|LTE 800|POST Luxembourg|POST|POST|POST
247|05|GSM 900|SIA Bite Mobile|Bite Latvija|BITE LV|BITE LV
247|05|GSM 1800|SIA Bite Mobile|Bite Latvija|BITE LV|BITE LV
247|05|3G 2100|SIA Bite Mobile|Bite Latvija|BITE LV|BITE LV
247|01|GSM 900|Latvijas Mobilais Telefons|LMT|LV LMT|LMT
247|01|GSM 1800|Latvijas Mobilais Telefons|LMT|LV LMT|LMT
247|01|3G 900|Latvijas Mobilais Telefons|LMT|LV LMT|LMT
247|01|3G 2100|Latvijas Mobilais Telefons|LMT|LV LMT|LMT
247|02|GSM 900|Tele2 SIA|TELE2|Tele2 LV|Tele2 LV
247|02|GSM 1800|Tele2 SIA|TELE2|Tele2 LV|Tele2 LV
247|02|3G 2100|Tele2 SIA|TELE2|Tele2 LV|Tele2 LV
455|00|GSM 900|SmarTone Mobile Communications (Macau) Limited|SmarTone|SmarTone MAC|SMC MAC
455|00|GSM 1800|SmarTone Mobile Communications (Macau) Limited|SmarTone|SmarTone MAC|SMC MAC
455|03|LTE-FDD 1800|Hutchison Telephone (Macau) Company Limited|3 Macau|3 Macau|3 Macau
455|03|3G 900|Hutchison Telephone (Macau) Company Limited|3 Macau|3 Macau|3 Macau
455|03|3G 2100|Hutchison Telephone (Macau) Company Limited|3 Macau|3 Macau|3 Macau
455|03|GSM 900|Hutchison Telephone (Macau) Company Limited|3 Macau|3 Macau|3 Macau
455|03|GSM 1800|Hutchison Telephone (Macau) Company Limited|3 Macau|3 Macau|3 Macau
455|01|3G 2100|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|01|GSM 900|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|01|GSM 1800|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|01|3G 900|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|04|LTE-TD 2300|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|04|LTE-FDD 1800|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|04|LTE-FDD 2600|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|01|LTE-FDD 1800|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|01|LTE-FDD 2600|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|04|3G 900|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|01|LTE-TD 2300|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
455|04|3G 2100|"Companhia de Telecomunicações de Macau, S.A.R.L."|CTM|CTM|CTM
604|02|GSM 900|Wana Corporate S.A.|WANA|inwi|inwi
604|02|GSM 1800|Wana Corporate S.A.|WANA|inwi|inwi
604|00|GSM 900|Orange Maroc|Orange|Orange MA|Orange
604|01|GSM 900|Itissalat Al-Maghrib S.A.|IAM|MOR IAM|IAM
604|01|3G 2100|Itissalat Al-Maghrib S.A.|IAM|MOR IAM|IAM
604|01|GSM 1800|Itissalat Al-Maghrib S.A.|IAM|MOR IAM|IAM
212|10|3G 2100|Monaco Telecom S.A.M.|Monaco Telecom|Monaco|MONACO
212|01|GSM 900|Monaco Telecom S.A.M.|Monaco Telecom|vala|vala
259|05|3G 900|Moldtelecom S.A.|UNITE|UNITE|UNITE
259|05|3G 2100|Moldtelecom S.A.|UNITE|UNITE|UNITE
259|05|LTE 1800|Moldtelecom S.A.|UNITE|UNITE|UNITE
259|02|GSM 900|Moldcell S.A|Moldcell|Moldcell|Moldcell
259|01|GSM 1800|Orange Moldova S.A.|VoXtel|Orange MD|Orange
259|01|3G 2100|Orange Moldova S.A.|VoXtel|Orange MD|Orange
259|01|LTE 2600|Orange Moldova S.A.|VoXtel|Orange MD|Orange
259|01|GSM 900|Orange Moldova S.A.|VoXtel|Orange MD|Orange
259|15|LTE 800|"Closed Joint Stock Company """"Interdnestrcom"""""|IDC|IDC|IDC
646|04|GSM 900|TELECOM MALAGASY (TELMA) S.A.|Telma Mobile|TELMA|TELMA
646|02|GSM 900|Orange Madagascar S.A.|Orange Madagascar|Orange|Orange
646|01|GSM 900|Airtel Madagascar SA|Airtel|Airtel|Airtel
646|01|GSM 1800|Airtel Madagascar SA|Airtel|Airtel|Airtel
646|05|LTE 2100|Gulfsat Madagascar SA |Bip|Bip|Bip
646|05|LTE 2600|Gulfsat Madagascar SA |Bip|Bip|Bip
472|02|GSM 900|Ooredoo Maldives Public Limited Company|Ooredoo Maldives PVT LTD|Ooredoo Maldives PVT LTD|Ooredoo
472|02|3G 2100|Ooredoo Maldives Public Limited Company|Ooredoo Maldives PVT LTD|Ooredoo Maldives PVT LTD|Ooredoo
472|02|LTE 1800|Ooredoo Maldives Public Limited Company|Ooredoo Maldives PVT LTD|Ooredoo Maldives PVT LTD|Ooredoo
472|02|LTE 2100|Ooredoo Maldives Public Limited Company|Ooredoo Maldives PVT LTD|Ooredoo Maldives PVT LTD|Ooredoo
472|01|GSM 900|Dhivehi Raajjeyge Gulhun Public Limited Company|DHIRAAGU|DHIRAAGU|DHIRAAGU
334|90|3G 1700|"AT&T Comunicaciones Digitales, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|90|3G 2100|"AT&T Comunicaciones Digitales, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|070|GSM 850|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|070|GSM 1900|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|070|3G 850|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|070|3G 1900|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|070|3G 2100|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|070|3G 2100|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|070|3G 1700|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
901|44|GSM 850|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
901|44|GSM 1900|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
901|44|3G 850|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
901|44|3G 1900|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
901|44|3G 2100|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
901|44|3G 1700|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|050|3G 1900|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|050|GSM 850|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|050|GSM 1900|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|050|3G 850|"AT&T Comercializacion Movil, S. de R.L. de C.V."|AT&T Mexico|AT&T|AT&T
334|03|GSM 1900|"Pegaso PCS, S.A. de C.V."|Movistar México|Movistar|TEMM
334|03|LTE 1900|"Pegaso PCS, S.A. de C.V."|Movistar México|Movistar|TEMM
334|03|3G 1900|"Pegaso PCS, S.A. de C.V."|Movistar México|Movistar|TEMM
334|020|GSM 1900|"Radiomóvil Dipsa, S.A. de C.V."|TELCEL|TELCEL|TELCEL
334|020|GSM 850|"Radiomóvil Dipsa, S.A. de C.V."|TELCEL|TELCEL|TELCEL
334|020|3G 850|"Radiomóvil Dipsa, S.A. de C.V."|TELCEL|TELCEL|TELCEL
334|020|3G 1900|"Radiomóvil Dipsa, S.A. de C.V."|TELCEL|TELCEL|TELCEL
334|020|LTE 1700|"Radiomóvil Dipsa, S.A. de C.V."|TELCEL|TELCEL|TELCEL
334|020|LTE 2100|"Radiomóvil Dipsa, S.A. de C.V."|TELCEL|TELCEL|TELCEL
294|03|GSM 900|one.Vip DOOEL Skopje|VIP MKD|Vip MKD|Vip MKD
294|03|GSM 1800|one.Vip DOOEL Skopje|VIP MKD|Vip MKD|Vip MKD
294|03|3G 900|one.Vip DOOEL Skopje|VIP MKD|Vip MKD|Vip MKD
294|03|3G 2100|one.Vip DOOEL Skopje|VIP MKD|Vip MKD|Vip MKD
294|01|GSM 900|Makedonski Telekom AD - Skopje|Makedonski Telekom|Telekom MK|MKT MK
294|01|3G 2100|Makedonski Telekom AD - Skopje|Makedonski Telekom|Telekom MK|MKT MK
610|02|GSM 900|Orange Mali SA|Orange MALI|ORANGE ML|OML
610|01|GSM 900|Malitel - SA|MALITEL|MALITEL ML|MALITEL
610|03|3G 2100|Alpha Telecommunication Mali S.A.|TELECEL|TELECEL ML|TELECEL
610|03|GSM 900|Alpha Telecommunication Mali S.A.|TELECEL|TELECEL ML|TELECEL
610|03|GSM 1800|Alpha Telecommunication Mali S.A.|TELECEL|TELECEL ML|TELECEL
278|77|3G 2100|Melita Ltd.|Melita Mobile|Melita Mobile|Melita
278|77|3G 900|Melita Ltd.|Melita Mobile|Melita Mobile|Melita
278|21|3G 2100|GO p.l.c.|go mobile|go mobile|gomobile
278|21|LTE 1800|GO p.l.c.|go mobile|go mobile|gomobile
278|21|GSM 900|GO p.l.c.|go mobile|go mobile|gomobile
278|21|GSM 1800|GO p.l.c.|go mobile|go mobile|gomobile
278|01|GSM 900|Vodafone Malta Limited|vodafone|vodafone MT|voda MT
278|01|3G 2100|Vodafone Malta Limited|vodafone|vodafone MT|voda MT
278|01|LTE 1800|Vodafone Malta Limited|vodafone|vodafone MT|voda MT
414|01|GSM 900|Myanma Posts and Telecommunications|MPT GSM Network|MM 900|MPTGSM
414|06|3G 900|Telenor Myanmar Limited |Telenor Myanmar|Telenor|TNM
414|06|3G 2100|Telenor Myanmar Limited |Telenor Myanmar|Telenor|TNM
414|05|3G 900|Ooredoo Myanmar Limited|Ooredoo|Ooredoo|Ooredoo
414|05|3G 2100|Ooredoo Myanmar Limited|Ooredoo|Ooredoo|Ooredoo
414|09|LTE 900|"Telecom International Myanmar Co., Ltd"|MYTEL|MYTEL|MYTEL
414|09|3G 900|"Telecom International Myanmar Co., Ltd"|MYTEL|MYTEL|MYTEL
414|09|3G 2100|"Telecom International Myanmar Co., Ltd"|MYTEL|MYTEL|MYTEL
414|09|GSM 900|"Telecom International Myanmar Co., Ltd"|MYTEL|MYTEL|MYTEL
414|09|LTE 2100|"Telecom International Myanmar Co., Ltd"|MYTEL|MYTEL|MYTEL
414|09|LTE 1800|"Telecom International Myanmar Co., Ltd"|MYTEL|MYTEL|MYTEL
414|09|GSM 1800|"Telecom International Myanmar Co., Ltd"|MYTEL|MYTEL|MYTEL
297|03|3G 2100|MTEL d.o.o. Podgorica|MTEL|MTEL|MTEL
297|03|GSM 900|MTEL d.o.o. Podgorica|MTEL|MTEL|MTEL
297|03|GSM 1800|MTEL d.o.o. Podgorica|MTEL|MTEL|MTEL
297|03|3G 900|MTEL d.o.o. Podgorica|MTEL|MTEL|MTEL
297|02|3G 900|Crnogorski Telekom a.d. Podgorica |Telekom.me|Telekom.me|T.me
297|02|LTE 800|Crnogorski Telekom a.d. Podgorica |Telekom.me|Telekom.me|T.me
297|02|LTE 2600|Crnogorski Telekom a.d. Podgorica |Telekom.me|Telekom.me|T.me
297|02|3G 2100|Crnogorski Telekom a.d. Podgorica |Telekom.me|Telekom.me|T.me
297|02|GSM 900|Crnogorski Telekom a.d. Podgorica |Telekom.me|Telekom.me|T.me
297|02|GSM 1800|Crnogorski Telekom a.d. Podgorica |Telekom.me|Telekom.me|T.me
297|02|LTE 1800|Crnogorski Telekom a.d. Podgorica |Telekom.me|Telekom.me|T.me
297|01|LTE 1800|Telenor d.o.o. Podgorica|Telenor|Telenor|Telenor
297|01|GSM 900|Telenor d.o.o. Podgorica|Telenor|Telenor|Telenor
297|01|GSM 1800|Telenor d.o.o. Podgorica|Telenor|Telenor|Telenor
297|01|3G 2100|Telenor d.o.o. Podgorica|Telenor|Telenor|Telenor
428|99|GSM 900|MobiCom Corporation|MobiCom|MN MobiCom|MobiCom
428|99|3G 2100|MobiCom Corporation|MobiCom|MN MobiCom|MobiCom
428|88|GSM 900|Unitel LLC|Unitel|MONGOLIA UNITEL LLC|UNTLMN
428|88|GSM 1800|Unitel LLC|Unitel|MONGOLIA UNITEL LLC|UNTLMN
428|88|3G 2100|Unitel LLC|Unitel|MONGOLIA UNITEL LLC|UNTLMN
428|88|LTE-FDD 1800|Unitel LLC|Unitel|MONGOLIA UNITEL LLC|UNTLMN
428|88|LTE-FDD 700|Unitel LLC|Unitel|MONGOLIA UNITEL LLC|UNTLMN
428|01|LTE 1800|Skytel LLC|Skytel|Skytel MN|Skytel
428|01|3G 2100|Skytel LLC|Skytel|Skytel MN|Skytel
643|03|3G 2100|Movitel S.A.|MOVITEL|MOVITEL|MOVITEL
643|03|GSM 900|Movitel S.A.|MOVITEL|MOVITEL|MOVITEL
643|03|GSM 1800|Movitel S.A.|MOVITEL|MOVITEL|MOVITEL
643|04|GSM 1800|"VM, S.A."|Vodacom Mozambique|VodaCom-MZ|VodaCom
643|04|3G 2100|"VM, S.A."|Vodacom Mozambique|VodaCom-MZ|VodaCom
643|04|LTE 800|"VM, S.A."|Vodacom Mozambique|VodaCom-MZ|VodaCom
643|04|LTE 1800|"VM, S.A."|Vodacom Mozambique|VodaCom-MZ|VodaCom
643|04|LTE 2100|"VM, S.A."|Vodacom Mozambique|VodaCom-MZ|VodaCom
643|04|GSM 900|"VM, S.A."|Vodacom Mozambique|VodaCom-MZ|VodaCom
643|01|GSM 900|Moçambique Celular S.A.R.L.|mcel|MOZ - mCel|mCel
643|01|GSM 1800|Moçambique Celular S.A.R.L.|mcel|MOZ - mCel|mCel
643|01|3G 2100|Moçambique Celular S.A.R.L.|mcel|MOZ - mCel|mCel
609|02|3G 2100|Chinguitel S.A. |Chinguitel|MR Expresso|EMR
609|02|GSM 900|Chinguitel S.A. |Chinguitel|MR Expresso|EMR
609|02|GSM 1800|Chinguitel S.A. |Chinguitel|MR Expresso|EMR
609|01|GSM 900|Tunisian Mauritanian Company of Telecommunications (MATTEL)|MATTEL|MR MATTEL|MATTEL
609|10|GSM 900|Mauritanienne des Télécommunications S.A (Mauritel) |MAURITEL|MAURITEL|MAURITEL
354|860|GSM 850|Cable and Wireless (West Indies) Ltd.|FLOW|FLOW|FLOW
617|03|GSM 900|Mahanagar Telephone (Mauritius) Ltd.|MTML|MTML|MTML
617|10|GSM 900|Emtel Ltd|EMTEL|EMTEL-MRU|EMTEL
617|01|GSM 900|Cellplus Mobile Communications Ltd.|my.t|CELLPLUS-MRU|my.t
617|01|LTE 1800|Cellplus Mobile Communications Ltd.|my.t|CELLPLUS-MRU|my.t
617|01|3G 2100|Cellplus Mobile Communications Ltd.|my.t|CELLPLUS-MRU|my.t
650|01|GSM 900|Telekom Networks Malawi Limited|TNM|TNM|TNM
650|01|GSM 1800|Telekom Networks Malawi Limited|TNM|TNM|TNM
650|10|GSM 900|Airtel Malawi Limited|Airtel|Airtel|Airtel
650|10|3G 2100|Airtel Malawi Limited|Airtel|Airtel|Airtel
502|18|3G 2100|U Mobile Sdn. Bhd.|U Mobile|U MOBILE|U MOBILE
502|12|GSM 900|Maxis Broadband Sdn. Bhd.|MMS & MB|MY MAXIS|MY MAXIS
502|12|GSM 1800|Maxis Broadband Sdn. Bhd.|MMS & MB|MY MAXIS|MY MAXIS
502|12|3G 2100|Maxis Broadband Sdn. Bhd.|MMS & MB|MY MAXIS|MY MAXIS
502|16|GSM 1800|Digi Telecommunications Sdn Bhd|Digi|Digi|Digi 4G+
502|16|3G 2100|Digi Telecommunications Sdn Bhd|Digi|Digi|Digi 4G+
502|16|LTE 2600|Digi Telecommunications Sdn Bhd|Digi|Digi|Digi 4G+
502|19|GSM 900|Celcom Axiata Berhad |CELCOM GSM|MY CELCOM|CELCOM
502|13|3G 2100|Celcom Axiata Berhad |Celcom Malaysia|MY CELCOM 3G|CELCOM
502|156|LTE 2600|ALTEL Communications Sdn Bhd|ALTEL|MYSALTEL|ALTEL
502|152|LTE 2600|YTL Communications Sdn. Bhd.|Yes|Yes 4G|Yes 4G
502|153|LTE-TDD 2600|webe digital sdn bhd|unifi|unifi|unifi
502|153|LTE-TDD 2300|webe digital sdn bhd|unifi|unifi|unifi
502|153|LTE-FDD 850|webe digital sdn bhd|unifi|unifi|unifi
647|01|GSM 900|BJT Partners|MAORE MOBILE|MAORE MOBILE|MMOBILE
647|01|GSM 1800|BJT Partners|MAORE MOBILE|MAORE MOBILE|MMOBILE
649|03|GSM 900|Telecom Namibia Limited|tnmobile™|tnmobile|tnmobile
649|03|GSM 1800|Telecom Namibia Limited|tnmobile™|tnmobile|tnmobile
649|01|GSM 900|Mobile Telecommunications Limited|MTC|MTC NAMIBIA|MTCNAM
649|01|GSM 1800|Mobile Telecommunications Limited|MTC|MTC NAMIBIA|MTCNAM
649|01|3G 2100|Mobile Telecommunications Limited|MTC|MTC NAMIBIA|MTCNAM
649|01|LTE 1800|Mobile Telecommunications Limited|MTC|MTC NAMIBIA|MTCNAM
546|01|GSM 900|Office des Postes et Telecommunications|MOBILIS|NCL MOBILIS|MOBNCL
546|01|3G 2100|Office des Postes et Telecommunications|MOBILIS|NCL MOBILIS|MOBNCL
546|01|LTE 1800|Office des Postes et Telecommunications|MOBILIS|NCL MOBILIS|MOBNCL
614|04|GSM 1800|Orange Niger S.A.|Orange Niger|Orange|Orange
614|04|GSM 900|Orange Niger S.A.|Orange Niger|Orange|Orange
614|02|GSM 900|Celtel Niger S.A.|Airtel|Airtel|Airtel
614|03|GSM 900|Telecel Niger SA|ETISALAT|ETISALAT NER|ETISALAT
505|10|GSM 900|Norfolk Telecom|Norfolk Telecom|Norfolk Telecom|NT
621|60|3G 2100|Emerging Markets Telecommunication Services Ltd|9mobile|9mobile|9mobile
621|60|LTE 1800|Emerging Markets Telecommunication Services Ltd|9mobile|9mobile|9mobile
621|60|GSM 900|Emerging Markets Telecommunication Services Ltd|9mobile|9mobile|9mobile
621|60|GSM 1800|Emerging Markets Telecommunication Services Ltd|9mobile|9mobile|9mobile
621|50|GSM 900|Globacom Limited|Glo Mobile|Glo NG|glo
621|50|GSM 1800|Globacom Limited|Glo Mobile|Glo NG|glo
621|20|GSM 900|Airtel Networks Limited|Airtel|Airtel|Airtel
621|20|GSM 1800|Airtel Networks Limited|Airtel|Airtel|Airtel
621|20|3G 2100|Airtel Networks Limited|Airtel|Airtel|Airtel
621|20|LTE 1800|Airtel Networks Limited|Airtel|Airtel|Airtel
621|30|GSM 1800|MTN Nigeria Communications Limited|MTN Nigeria|MTN - NG|MTN-NG
621|30|LTE 2600|MTN Nigeria Communications Limited|MTN Nigeria|MTN - NG|MTN-NG
621|30|GSM 900|MTN Nigeria Communications Limited|MTN Nigeria|MTN - NG|MTN-NG
621|30|3G 2100|MTN Nigeria Communications Limited|MTN Nigeria|MTN - NG|MTN-NG
621|40|GSM 900|NATCOM Development and Investment Ltd.|ntel Nigeria|ntel|ntel
621|40|GSM 1800|NATCOM Development and Investment Ltd.|ntel Nigeria|ntel|ntel
710|300|GSM 900|Telefónia Celular de Nicaragua S.A.|Movistar|Movistar|Movistar
710|300|3G 850|Telefónia Celular de Nicaragua S.A.|Movistar|Movistar|Movistar
710|300|3G 1900|Telefónia Celular de Nicaragua S.A.|Movistar|Movistar|Movistar
710|300|LTE 700|Telefónia Celular de Nicaragua S.A.|Movistar|Movistar|Movistar
710|300|LTE 1900|Telefónia Celular de Nicaragua S.A.|Movistar|Movistar|Movistar
710|300|GSM 850|Telefónia Celular de Nicaragua S.A.|Movistar|Movistar|Movistar
710|21|3G 850|Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL|CLARO NIC|CLARO NIC|ClaroNIC
710|21|GSM 850|Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL|CLARO NIC|CLARO NIC|ClaroNIC
710|21|GSM 1900|Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL|CLARO NIC|CLARO NIC|ClaroNIC
710|73|3G 850|Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL|CLARO NIC|CLARO NIC|ClaroNIC
710|73|GSM 850|Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL|CLARO NIC|CLARO NIC|ClaroNIC
710|73|GSM 1900|Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL|CLARO NIC|CLARO NIC|ClaroNIC
710|73|LTE 1700|Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL|CLARO NIC|CLARO NIC|ClaroNIC
710|73|LTE 2100|Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL|CLARO NIC|CLARO NIC|ClaroNIC
204|16|3G 2100|T-Mobile Netherlands B.V.|T-Mobile NL|T-Mobile NL|TMO NL
204|16|GSM 1800|T-Mobile Netherlands B.V.|T-Mobile NL|T-Mobile NL|TMO NL
204|08|GSM 900|KPN B.V.|KPN B.V.|NL KPN|NL KPN
204|08|GSM 1800|KPN B.V.|KPN B.V.|NL KPN|NL KPN
204|08|3G 2100|KPN B.V.|KPN B.V.|NL KPN|NL KPN
204|08|LTE 800|KPN B.V.|KPN B.V.|NL KPN|NL KPN
204|08|LTE 2600|KPN B.V.|KPN B.V.|NL KPN|NL KPN
204|12|GSM 1800|KPN B.V.|Telfort B.V.|NL Telfort|NL Tlfrt
204|04|GSM 900|Vodafone Libertel B.V.|vodafone|vodafone NL|voda NL
204|04|GSM 1800|Vodafone Libertel B.V.|vodafone|vodafone NL|voda NL
204|04|3G 2100|Vodafone Libertel B.V.|vodafone|vodafone NL|voda NL
204|04|LTE 800|Vodafone Libertel B.V.|vodafone|vodafone NL|voda NL
204|04|LTE 1800|Vodafone Libertel B.V.|vodafone|vodafone NL|voda NL
204|04|LTE 2600|Vodafone Libertel B.V.|vodafone|vodafone NL|voda NL
204|02|LTE 800|Tele2 Nederland B.V.|Tele2 Nederland|Tele2 NL|Tele2
